movie_id,snapshot_date,popularity,vote_average,vote_count,revenue
315162,2026-01-01,12.236,8.09,8737,484316118
315162,2026-02-01,5.142,8.07,8763,483510546
315162,2026-03-01,7.157,8.15,8813,484668010
315162,2026-04-01,15.816,8.17,8850,484795971
315162,2026-05-01,48.988,8.20,8886,484822144
320288,2025-12-01,4.113,5.78,6922,251734114
320288,2026-01-01,2.103,5.87,6964,252427827
320288,2026-02-01,3.26,5.89,6992,252442974
320288,2026-03-01,6.967,5.92,7023,252580808
320288,2026-04-01,9.711,5.97,7056,252800433
320288,2026-05-01,7.39,5.88,7065,251761378
324857,2025-12-01,21.428,8.21,16892,393938780
324857,2026-01-01,32.895,8.33,17005,395452766
324857,2026-02-01,26.011,8.27,17041,394306023
324857,2026-03-01,15.141,8.33,17126,394839116
324857,2026-04-01,6.57,8.29,17171,394005121
324857,2026-05-01,11.441,8.39,17275,395203989
329996,2025-12-01,3.316,6.40,4417,352231126
329996,2026-01-01,5.752,6.50,4445,353380008
329996,2026-02-01,10.811,6.49,4460,352989982
329996,2026-03-01,3.718,6.55,4483,353564422
329996,2026-04-01,1.608,6.55,4499,353310057
329996,2026-05-01,1.553,6.53,4512,352758933
330457,2025-12-01,12.059,7.10,10067,1453238649
330457,2026-01-01,14.133,7.18,10124,1456457104
330457,2026-02-01,13.045,7.19,10162,1455837835
330457,2026-03-01,19.579,7.16,10191,1453160150
330457,2026-04-01,20.345,7.19,10235,1453849196
330457,2026-05-01,14.055,7.25,10287,1456047165
331482,2025-12-01,5.663,7.69,6683,331565775
331482,2026-01-01,9.919,7.81,6729,332920758
331482,2026-02-01,9.224,7.79,6748,332322971
331482,2026-03-01,5.452,7.76,6767,331665406
331482,2026-04-01,2.566,7.82,6802,332275149
331482,2026-05-01,2.521,7.79,6820,331569760
332562,2025-12-01,3.674,7.39,11972,436731868
332562,2026-01-01,5.801,7.39,12013,436302461
332562,2026-02-01,5.665,7.36,12047,435448884
332562,2026-03-01,4.261,7.46,12122,436878494
332562,2026-04-01,1.843,7.45,12161,436354828
332562,2026-05-01,1.578,7.47,12210,436336499
333339,2025-12-01,4.548,7.40,16566,605543403
333339,2026-01-01,23.449,7.49,16665,607201261
333339,2026-02-01,15.841,7.44,16702,605554334
333339,2026-03-01,29.37,7.48,16782,606177397
333339,2026-04-01,11.86,7.60,16894,608560341
333339,2026-05-01,4.906,7.57,16938,607281421
335787,2025-12-01,6.155,6.72,6738,406125033
335787,2026-01-01,10.329,6.73,6765,406044419
335787,2026-02-01,12.49,6.83,6807,407363557
335787,2026-03-01,7.834,6.78,6821,406115262
335787,2026-04-01,3.908,6.86,6859,407107058
335787,2026-05-01,2.845,6.84,6880,406513446
335977,2025-12-01,10.744,6.45,4094,384953682
335977,2026-01-01,9.687,6.40,4103,383880121
335977,2026-02-01,6.645,6.49,4126,384836189
335977,2026-03-01,4.242,6.39,4130,383020812
335977,2026-04-01,2.78,6.45,4151,383610579
335977,2026-05-01,5.903,6.43,4163,382988559
335983,2025-12-01,7.114,6.62,16846,853907270
335983,2026-01-01,3.625,6.71,16949,856444707
335983,2026-02-01,5.131,6.69,16999,854970528
335983,2026-03-01,10.371,6.68,17053,853866178
335983,2026-04-01,16.841,6.82,17180,858216803
335983,2026-05-01,14.172,6.80,17231,856850491
336843,2025-12-01,2.418,6.98,8229,288639695
336843,2026-01-01,3.426,7.05,8275,289279984
336843,2026-02-01,6.743,7.00,8291,288364544
336843,2026-03-01,9.797,7.03,8328,288508176
336843,2026-04-01,8.468,7.00,8351,287963066
336843,2026-05-01,5.345,7.07,8396,288542787
337167,2025-12-01,16.443,6.48,8158,370994050
337167,2026-01-01,25.138,6.59,8210,372272934
337167,2026-02-01,41.565,6.60,8242,372168035
337167,2026-03-01,41.028,6.56,8262,371308749
337167,2026-04-01,32.544,6.69,8320,372904565
337167,2026-05-01,13.272,6.63,8335,371654695
337401,2025-12-01,4.793,6.72,6901,70087534
337401,2026-01-01,2.315,6.74,6928,70068643
337401,2026-02-01,3.814,6.72,6950,69979227
337401,2026-03-01,8.282,6.80,6988,70125315
337401,2026-04-01,9.417,6.72,6997,69839436
337401,2026-05-01,8.393,6.78,7033,69954879
337404,2025-12-01,25.432,7.81,9847,233129162
337404,2026-01-01,15.191,7.82,9884,232996065
337404,2026-02-01,20.316,7.85,9927,233112350
337404,2026-03-01,5.438,7.90,9975,233379944
337404,2026-04-01,3.686,7.90,10012,233263660
337404,2026-05-01,8.032,7.92,10051,233214624
338762,2025-12-01,3.978,6.49,5133,39748470
338762,2026-01-01,6.156,6.62,5169,39929041
338762,2026-02-01,4.907,6.59,5183,39840071
338762,2026-03-01,4.239,6.56,5197,39763060
338762,2026-04-01,1.204,6.59,5219,39774300
338762,2026-05-01,2.223,6.69,5253,39914452
338952,2025-12-01,2.258,6.74,11240,656361737
338952,2026-01-01,5.938,6.72,11275,655418681
338952,2026-02-01,11.089,6.70,11310,654452048
338952,2026-03-01,8.838,6.78,11374,656059173
338952,2026-04-01,7.935,6.77,11409,655100399
338952,2026-05-01,4.963,6.82,11464,655854844
338953,2025-12-01,11.364,6.46,5001,406909259
338953,2026-01-01,12.376,6.46,5018,406576984
338953,2026-02-01,10.123,6.57,5051,408091768
338953,2026-03-01,4.194,6.50,5059,406552552
338953,2026-04-01,2.975,6.55,5083,406982555
338953,2026-05-01,9.669,6.51,5096,406012605
338967,2025-12-01,1.459,6.77,6142,122744081
338967,2026-01-01,2.937,6.79,6168,122766187
338967,2026-02-01,5.607,6.82,6194,122796399
338967,2026-03-01,6.471,6.80,6213,122633552
338967,2026-04-01,4.845,6.79,6234,122487653
338967,2026-05-01,2.695,6.89,6272,122867137
338970,2025-12-01,11.932,6.27,8191,274902932
338970,2026-01-01,2.06,6.20,8204,273877936
338970,2026-02-01,2.19,6.22,8238,273927373
338970,2026-03-01,4.921,6.24,8272,273929021
338970,2026-04-01,7.824,6.29,8311,274215756
338970,2026-05-01,7.633,6.30,8343,274144896
340102,2025-12-01,1.604,5.97,3642,49203816
340102,2026-01-01,3.383,5.94,3653,49115311
340102,2026-02-01,5.665,6.04,3675,49264000
340102,2026-03-01,5.448,6.05,3689,49242168
340102,2026-04-01,3.242,6.03,3700,49166939
340102,2026-05-01,1.513,6.09,3719,49248659
345887,2025-12-01,3.399,6.67,5871,190359031
345887,2026-01-01,2.565,6.65,5887,189983181
345887,2026-02-01,5.618,6.65,5908,189838096
345887,2026-03-01,9.689,6.69,5936,190034589
345887,2026-04-01,27.044,6.80,5974,190677760
345887,2026-05-01,7.595,6.79,5993,190438999
345940,2025-12-01,13.254,6.14,8040,531825576
345940,2026-01-01,7.131,6.13,8067,531214420
345940,2026-02-01,3.431,6.18,8105,531784195
345940,2026-03-01,5.026,6.15,8128,530794250
345940,2026-04-01,10.515,6.17,8161,530762419
345940,2026-05-01,13.185,6.14,8181,529581487
346698,2025-12-01,18.231,6.75,10892,1444116796
346698,2026-01-01,9.828,6.79,10942,1445202150
346698,2026-02-01,5.637,6.90,11015,1450854672
346698,2026-03-01,9.63,6.88,11046,1448162995
346698,2026-04-01,19.135,6.90,11091,1448110898
346698,2026-05-01,26.176,6.97,11152,1451453788
346910,2025-12-01,6.508,5.55,5051,161017018
346910,2026-01-01,2.644,5.49,5061,160493008
346910,2026-02-01,2.331,5.55,5086,160714556
346910,2026-03-01,4.619,5.47,5094,160103854
346910,2026-04-01,8.994,5.62,5132,160923582
346910,2026-05-01,8.046,5.52,5136,160152017
348350,2025-12-01,1.91,6.44,9078,392905219
348350,2026-01-01,3.034,6.50,9127,393657330
348350,2026-02-01,6.207,6.50,9157,393225868
348350,2026-03-01,8.709,6.53,9199,393497005
348350,2026-04-01,7.612,6.54,9233,393322534
348350,2026-05-01,4.2,6.54,9266,393020747
351286,2025-12-01,7.409,6.39,12496,1309549088
351286,2026-01-01,3.371,6.43,12553,1310555528
351286,2026-02-01,4.225,6.48,12614,1312025874
351286,2026-03-01,9.436,6.51,12668,1312426878
351286,2026-04-01,12.562,6.45,12694,1308534785
351286,2026-05-01,11.63,6.46,12740,1307701326
353081,2025-12-01,24.586,7.37,8948,823741157
353081,2026-01-01,9.582,7.33,8970,821807650
353081,2026-02-01,5.663,7.41,9021,823760937
353081,2026-03-01,2.669,7.42,9055,823365334
353081,2026-04-01,4.328,7.42,9087,822742261
353081,2026-05-01,9.328,7.47,9132,823904342
359724,2025-12-01,4.097,7.84,8814,225071175
359724,2026-01-01,9.454,7.90,8859,225409437
359724,2026-02-01,13.945,7.94,8899,225555567
359724,2026-03-01,13.061,7.96,8936,225598864
359724,2026-04-01,7.548,7.96,8967,225397260
359724,2026-05-01,3.709,8.05,9021,226080550
360920,2025-12-01,2.939,6.73,4341,552528914
360920,2026-01-01,3.096,6.79,4363,553338472
360920,2026-02-01,6.719,6.78,4377,552698125
360920,2026-03-01,10.286,6.79,4394,552442649
360920,2026-04-01,10.668,6.83,4415,553053136
360920,2026-05-01,7.234,6.90,4438,553995408
361743,2025-12-01,19.912,7.99,10809,1485597550
361743,2026-01-01,9.845,8.07,10872,1489536737
361743,2026-02-01,7.449,8.02,10896,1485275983
361743,2026-03-01,17.821,8.08,10952,1487750257
361743,2026-04-01,28.409,8.08,10990,1486410398
361743,2026-05-01,28.938,8.08,11027,1485016944
363088,2025-12-01,8.198,6.72,13864,621190929
363088,2026-01-01,8.738,6.73,13916,620832269
363088,2026-02-01,6.671,6.81,13995,622300535
363088,2026-03-01,3.391,6.90,14080,624213389
363088,2026-04-01,2.201,6.81,14097,621534645
363088,2026-05-01,5.007,6.85,14159,621878361
369972,2025-12-01,1.712,6.85,5534,105416375
369972,2026-01-01,1.756,6.95,5569,105760155
369972,2026-02-01,4.03,6.98,5593,105807091
369972,2026-03-01,6.491,7.01,5617,105831828
369972,2026-04-01,6.72,7.04,5641,105863542
369972,2026-05-01,4.082,6.99,5654,105600951
370172,2025-12-01,6.172,7.24,6997,776141049
370172,2026-01-01,2.991,7.14,7003,772276477
370172,2026-02-01,6.393,7.20,7038,773386613
370172,2026-03-01,12.157,7.23,7068,773697822
370172,2026-04-01,15.646,7.30,7108,775430376
370172,2026-05-01,11.898,7.31,7134,775012334
373571,2025-12-01,13.048,6.62,6596,388053049
373571,2026-01-01,6.748,6.61,6618,387681241
373571,2026-02-01,2.905,6.54,6628,386177742
373571,2026-03-01,5.31,6.59,6661,386663417
373571,2026-04-01,11.785,6.68,6700,387757927
373571,2026-05-01,15.296,6.70,6728,387806727
375588,2025-12-01,1.835,5.78,3082,86460352
375588,2026-01-01,4.005,5.79,3094,86434923
375588,2026-02-01,7.207,5.84,3109,86523665
375588,2026-03-01,7.24,5.79,3116,86273008
375588,2026-04-01,6.181,5.94,3139,86726058
375588,2026-05-01,5.105,5.87,3145,86429733
379686,2025-12-01,5.903,6.53,4138,163768836
379686,2026-01-01,4.635,6.57,4156,163874909
379686,2026-02-01,2.372,6.62,4177,164071339
379686,2026-03-01,1.208,6.54,4182,163417225
379686,2026-04-01,2.815,6.65,4210,164050714
379686,2026-05-01,5.252,6.68,4227,164056607
381719,2025-12-01,6.768,6.63,1885,351987232
381719,2026-01-01,4.273,6.53,1887,350223172
381719,2026-02-01,5.945,6.68,1901,352056782
381719,2026-03-01,3.896,6.59,1903,350575141
381719,2026-04-01,1.837,6.59,1910,350307476
381719,2026-05-01,1.334,6.74,1924,352130548
383498,2025-12-01,8.903,7.33,18810,784434864
383498,2026-01-01,4.194,7.39,18907,785712732
383498,2026-02-01,5.577,7.45,19001,786750116
383498,2026-03-01,11.276,7.41,19047,784845102
383498,2026-04-01,18.177,7.51,19167,787429130
383498,2026-05-01,16.058,7.49,19222,786113539
384018,2025-12-01,7.379,6.68,7603,760007784
384018,2026-01-01,24.658,6.69,7633,759797997
384018,2026-02-01,12.72,6.70,7663,759538043
384018,2026-03-01,8.098,6.67,7683,757996562
384018,2026-04-01,4.384,6.82,7742,762014445
384018,2026-05-01,2.964,6.71,7745,757846063
384521,2025-12-01,6.246,5.52,3500,
384521,2026-01-01,4.979,5.50,3511,
384521,2026-02-01,2.821,5.57,3529,
384521,2026-03-01,1.238,5.50,3536,
384521,2026-04-01,2.599,5.66,3563,
384521,2026-05-01,4.883,5.62,3572,
384677,2025-12-01,2.718,6.74,2746,
384677,2026-01-01,1.29,6.75,2756,
384677,2026-02-01,2.236,6.80,2770,
384677,2026-03-01,4.621,6.82,2781,
384677,2026-04-01,6.267,6.87,2794,
384677,2026-05-01,4.952,6.83,2801,
385103,2025-12-01,1.921,6.85,1769,28565852
385103,2026-01-01,0.986,6.86,1776,28554698
385103,2026-02-01,2.043,6.95,1787,28639296
385103,2026-03-01,3.997,6.97,1794,28638267
385103,2026-04-01,4.769,6.96,1799,28596911
385103,2026-05-01,3.748,6.96,1806,28572201
385128,2025-12-01,8.268,6.87,7548,726037776
385128,2026-01-01,6.37,6.87,7574,725292665
385128,2026-02-01,9.648,6.99,7626,728364616
385128,2026-03-01,1.738,6.91,7636,725314452
385128,2026-04-01,3.751,7.01,7684,727798157
385128,2026-05-01,6.995,7.01,7709,726978970
385687,2025-12-01,10.136,6.92,6212,705906257
385687,2026-01-01,18.005,6.87,6226,703859780
385687,2026-02-01,22.057,6.88,6249,703475009
385687,2026-03-01,19.016,6.94,6282,704811138
385687,2026-04-01,10.401,7.01,6315,706100757
385687,2026-05-01,4.876,6.95,6327,703809041
390635,2025-12-01,2.879,7.53,197,20110224
390635,2026-01-01,6.652,7.61,198,20157979
390635,2026-02-01,9.527,7.66,199,20180104
390635,2026-03-01,7.503,7.58,199,20105388
390635,2026-04-01,4.234,7.60,200,20099827
390635,2026-05-01,2.213,7.72,201,20180104
395990,2025-12-01,4.381,6.07,2746,33944776
395990,2026-01-01,6.417,6.18,2765,34074789
395990,2026-02-01,4.586,6.09,2768,33921508
395990,2026-03-01,2.782,6.21,2786,34052542
395990,2026-04-01,1.269,6.17,2793,33969676
395990,2026-05-01,2.499,6.27,2810,34084586
396194,2025-12-01,2.908,8.24,374,4343382
396194,2026-01-01,5.237,8.16,375,4325627
396194,2026-02-01,7.921,8.28,377,4343174
396194,2026-03-01,5.953,8.20,378,4325991
396194,2026-04-01,3.302,8.23,380,4327941
396194,2026-05-01,2.968,8.25,381,4327161
398978,2025-12-01,7.049,7.53,7378,971411
398978,2026-01-01,22.719,7.52,7404,970527
398978,2026-02-01,8.564,7.55,7434,970649
398978,2026-03-01,4.287,7.47,7445,966772
398978,2026-04-01,2.144,7.56,7489,969446
398978,2026-05-01,5.264,7.52,7508,967307
399035,2025-12-01,1.215,6.23,4558,119828682
399035,2026-01-01,1.877,6.22,4573,119691228
399035,2026-02-01,4.085,6.27,4596,119853150
399035,2026-03-01,5.473,6.29,4615,119863225
399035,2026-04-01,5.293,6.40,4644,120284942
399035,2026-05-01,2.746,6.37,4657,120055373
399174,2025-12-01,2.656,7.72,5310,72968662
399174,2026-01-01,5.754,7.78,5337,73070704
399174,2026-02-01,6.802,7.71,5346,72816694
399174,2026-03-01,6.476,7.80,5379,73030850
399174,2026-04-01,3.178,7.74,5389,72794358
399174,2026-05-01,1.635,7.82,5419,72967348
399361,2025-12-01,2.826,6.27,3473,
399361,2026-01-01,4.831,6.22,3481,
399361,2026-02-01,6.269,6.31,3501,
399361,2026-03-01,4.393,6.25,3509,
399361,2026-04-01,2.115,6.26,3521,
399361,2026-05-01,1.193,6.26,3534,
399402,2025-12-01,5.103,6.82,2361,31716006
399402,2026-01-01,7.42,6.80,2368,31655575
399402,2026-02-01,15.466,6.83,2378,31666977
399402,2026-03-01,4.401,6.79,2384,31593243
399402,2026-04-01,1.949,6.81,2394,31593433
399402,2026-05-01,4.173,6.87,2406,31649114
399566,2025-12-01,10.685,7.37,10399,469323478
399566,2026-01-01,7.317,7.41,10449,469805817
399566,2026-02-01,3.463,7.48,10504,470629461
399566,2026-03-01,3.294,7.53,10556,471283862
399566,2026-04-01,6.771,7.48,10578,469887618
399566,2026-05-01,11.198,7.52,10628,470341750
399579,2025-12-01,9.885,7.08,9824,404020710
399579,2026-01-01,14.982,7.14,9876,404718120
399579,2026-02-01,14.007,7.17,9919,404907660
399579,2026-03-01,8.1,7.18,9956,404701110
399579,2026-04-01,3.488,7.17,9989,404246700
399579,2026-05-01,5.386,7.31,10060,406091070
400155,2025-12-01,4.945,6.67,4591,527420165
400155,2026-01-01,9.119,6.75,4616,528495337
400155,2026-02-01,10.517,6.80,4640,529288237
400155,2026-03-01,7.06,6.78,4653,528416047
400155,2026-04-01,3.054,6.75,4666,527394792
400155,2026-05-01,2.426,6.84,4693,528733207
400160,2025-12-01,11.762,7.26,2921,4807673
400160,2026-01-01,11.332,7.30,2934,4811050
400160,2026-02-01,3.163,7.35,2948,4816476
400160,2026-03-01,1.529,7.41,2964,4824703
400160,2026-04-01,5.052,7.40,2973,4817602
400160,2026-05-01,4.664,7.43,2986,4819940
400535,2025-12-01,1.989,6.84,3972,76009136
400535,2026-01-01,3.901,6.81,3984,75868989
400535,2026-02-01,11.213,6.76,3993,75660590
400535,2026-03-01,8.165,6.82,4013,75787541
400535,2026-04-01,6.871,6.92,4038,76024151
400535,2026-05-01,3.359,6.94,4055,76026881
401981,2025-12-01,4.078,6.41,6222,151537166
401981,2026-01-01,4.483,6.44,6249,151599008
401981,2026-02-01,7.366,6.44,6271,151455317
401981,2026-03-01,7.638,6.43,6291,151259788
401981,2026-04-01,6.028,6.54,6331,151800902
401981,2026-05-01,2.844,6.58,6361,151932771
402900,2025-12-01,4.824,6.86,8617,298058110
402900,2026-01-01,2.265,6.84,8644,297620464
402900,2026-02-01,4.318,6.93,8694,298406441
402900,2026-03-01,8.662,6.94,8729,298354638
402900,2026-04-01,11.153,6.96,8763,298326057
402900,2026-05-01,9.444,6.99,8801,298456458
404368,2025-12-01,8.032,7.10,7944,530499061
404368,2026-01-01,3.483,6.99,7949,527824917
404368,2026-02-01,2.201,7.15,8012,530769016
404368,2026-03-01,4.163,7.17,8044,530749961
404368,2026-04-01,7.899,7.17,8072,530276745
404368,2026-05-01,8.923,7.11,8088,528711005
405774,2025-12-01,4.105,6.68,10348,
405774,2026-01-01,7.22,6.71,10395,
405774,2026-02-01,7.208,6.67,10419,
405774,2026-03-01,5.366,6.72,10471,
405774,2026-04-01,2.552,6.76,10519,
405774,2026-05-01,1.899,6.80,10566,
406563,2025-12-01,5.963,6.16,3083,172974760
406563,2026-01-01,3.391,6.11,3090,172488467
406563,2026-02-01,1.554,6.16,3105,172666809
406563,2026-03-01,1.697,6.18,3117,172667846
406563,2026-04-01,3.738,6.19,3129,172583859
406563,2026-05-01,5.852,6.23,3144,172744574
406759,2025-12-01,10.777,6.08,3513,67172273
406759,2026-01-01,3.73,6.11,3529,67203778
406759,2026-02-01,1.608,6.10,3541,67136324
406759,2026-03-01,4.024,6.15,3558,67210645
406759,2026-04-01,4.743,6.16,3572,67190045
406759,2026-05-01,7.735,6.28,3595,67452996
407436,2025-12-01,6.893,6.31,2544,
407436,2026-01-01,7.462,6.42,2560,
407436,2026-02-01,4.383,6.39,2568,
407436,2026-03-01,1.987,6.43,2580,
407436,2026-04-01,2.071,6.40,2586,
407436,2026-05-01,4.627,6.42,2597,
412117,2025-12-01,4.955,6.81,3256,428223159
412117,2026-01-01,9.968,6.97,3281,430596212
412117,2026-02-01,9.923,6.93,3289,429619679
412117,2026-03-01,6.174,6.88,3296,428341682
412117,2026-04-01,2.821,6.90,3310,428380332
412117,2026-05-01,2.621,7.04,3334,430426156
414906,2025-12-01,70.69,7.57,11769,773628422
414906,2026-01-01,27.922,7.61,11826,774439836
414906,2026-02-01,14.575,7.58,11858,772886558
414906,2026-03-01,6.424,7.56,11894,771620752
414906,2026-04-01,16.69,7.56,11935,770980894
414906,2026-05-01,21.222,7.61,11992,771847948
417384,2025-12-01,4.622,6.36,2804,104492187
417384,2026-01-01,6.392,6.42,2819,104667196
417384,2026-02-01,5.503,6.45,2831,104723023
417384,2026-03-01,4.731,6.38,2836,104352932
417384,2026-04-01,1.388,6.47,2852,104610741
417384,2026-05-01,2.211,6.44,2860,104418169
420634,2025-12-01,5.04,6.23,2918,422608
420634,2026-01-01,2.575,6.23,2929,422302
420634,2026-02-01,11.907,6.27,2942,422565
420634,2026-03-01,9.809,6.30,2955,422742
420634,2026-04-01,12.352,6.32,2967,422869
420634,2026-05-01,9.033,6.27,2973,421578
420809,2025-12-01,12.218,7.24,6371,492986951
420809,2026-01-01,10.433,7.27,6399,493184627
420809,2026-02-01,7.758,7.15,6402,490443723
420809,2026-03-01,2.602,7.28,6445,492441131
420809,2026-04-01,3.965,7.21,6456,490759414
420809,2026-05-01,8.063,7.23,6482,490756463
420817,2025-12-01,14.108,7.00,10403,1055898108
420817,2026-01-01,10.641,6.92,10419,1051919164
420817,2026-02-01,6.401,7.01,10481,1054866998
420817,2026-03-01,2.977,7.02,10519,1054139529
420817,2026-04-01,4.498,6.98,10545,1051615525
420817,2026-05-01,9.76,7.03,10598,1053133723
420818,2025-12-01,3.495,6.93,10499,1658879600
420818,2026-01-01,7.822,6.96,10544,1659268513
420818,2026-02-01,13.07,6.96,10581,1657932248
420818,2026-03-01,14.311,6.98,10624,1657762722
420818,2026-04-01,10.752,7.04,10678,1660465168
420818,2026-05-01,5.515,7.13,10744,1665660645
423108,2025-12-01,10.759,7.23,6412,206431736
423108,2026-01-01,12.144,7.32,6450,206984181
423108,2026-02-01,13.636,7.24,6460,206202583
423108,2026-03-01,3.26,7.27,6488,206297961
423108,2026-04-01,2.823,7.28,6512,206179049
423108,2026-05-01,6.295,7.29,6536,206096058
423204,2025-12-01,5.429,6.55,3818,147050045
423204,2026-01-01,2.252,6.50,3827,146642618
423204,2026-02-01,1.733,6.48,3838,146408545
423204,2026-03-01,3.971,6.51,3855,146478943
423204,2026-04-01,7.539,6.63,3881,147090523
423204,2026-05-01,6.583,6.51,3882,146233431
424139,2025-12-01,1.668,6.49,4960,260443632
